planet_name,star_name,discovery_method,discovery_year,orbital_period_days,planet_radius_earth,planet_mass_earth,equilibrium_temp_k,distance_lightyears,num_stars,num_planets
GJ 317 c,GJ 317,Radial Velocity,2016.0,6500.0,13.6,454.49462201,47.67,15.1968,1,2
GJ 3222 b,GJ 3222,Radial Velocity,2022.0,10.66669,3.4,11.44182265,811.06,18.23817,2,1
GJ 328 b,GJ 328,Radial Velocity,2013.0,3771.0,13.3,797.74930157,73.57,20.5266,1,2
GJ 328 c,GJ 328,Radial Velocity,2023.0,241.8,4.91,21.4,184.01,20.5266,1,2
GJ 3293 b,GJ 3293,Radial Velocity,2015.0,30.5987,5.19,23.54,280.54,20.1903,1,4
GJ 3293 c,GJ 3293,Radial Velocity,2015.0,122.6196,4.87,21.09,176.62,20.1903,1,4
GJ 3293 d,GJ 3293,Radial Velocity,2017.0,48.1345,2.67,7.6,241.22,20.1903,1,4
GJ 3293 e,GJ 3293,Radial Velocity,2017.0,13.2543,1.63,3.28,370.79,20.1903,1,4
GJ 3323 b,GJ 3323,Radial Velocity,2017.0,5.3636,1.23,2.02,290.06,5.37484,1,2
GJ 3323 c,GJ 3323,Radial Velocity,2017.0,40.54,1.32,2.31,147.8,5.37484,1,2
GJ 3341 b,GJ 3341,Radial Velocity,2015.0,14.207,2.46,6.6,377.62,23.619,1,1
GJ 3378 b,GJ 3378,Radial Velocity,2026.0,21.45,1.32,2.3,272.0,7.72274,1,1
GJ 338 B b,GJ 338 B,Radial Velocity,2020.0,24.422,3.25,10.6,391.0,6.33256,2,1
GJ 341 b,GJ 341,Transit,2025.0,7.57686,0.88,4.0,629.0,10.454,1,1
GJ 3470 b,GJ 3470,Radial Velocity,2012.0,3.3366496,4.57,13.9,593.5,29.4214,1,1
GJ 3473 b,GJ 3473,Transit,2020.0,1.1980035,1.264,1.86,773.0,27.3644,2,2
GJ 3473 c,GJ 3473,Radial Velocity,2020.0,15.509,2.63,7.41,329.1,27.3644,2,2
GJ 3512 b,GJ 3512,Radial Velocity,2019.0,203.109,14.3,146.51889563,97.19,9.48637,1,2
GJ 3512 c,GJ 3512,Radial Velocity,2020.0,2354.0,14.3,143.97626837,42.92,9.48637,1,2
GJ 357 b,GJ 357,Transit,2019.0,3.9306,1.2,1.83,518.0,9.44181,1,3
GJ 357 c,GJ 357,Radial Velocity,2019.0,9.1247,1.66,3.4,401.2,9.44181,1,3
GJ 357 d,GJ 357,Radial Velocity,2019.0,55.661,2.34,6.1,219.6,9.44181,1,3
GJ 3634 b,GJ 3634,Radial Velocity,2010.0,2.64561,2.83,8.4,656.45,20.3779,1,1
GJ 367 b,GJ 367,Transit,2021.0,0.3219225,0.699,0.633,1365.0,9.41263,1,3
GJ 367 c,GJ 367,Radial Velocity,2023.0,11.5301,1.86,4.13,757.0,9.41263,1,3
GJ 367 d,GJ 367,Radial Velocity,2023.0,34.369,2.33,6.03,757.0,9.41263,1,3
GJ 3779 b,GJ 3779,Radial Velocity,2018.0,3.0232,2.75,8.0,526.94,13.743,1,1
GJ 3929 b,GJ 3929,Transit,2022.0,2.616235,1.09,1.75,568.0,15.8095,1,2
GJ 3929 c,GJ 3929,Radial Velocity,2022.0,15.04,2.26,5.71,317.0,15.8095,1,2
GJ 393 b,GJ 393,Radial Velocity,2021.0,7.02679,1.17,1.71,485.0,7.03149,1,1
GJ 3942 b,GJ 3942,Radial Velocity,2017.0,6.905,2.57,7.14,590.0,16.9287,1,1
GJ 3988 b,GJ 3988,Radial Velocity,2023.0,6.9442,1.74,3.69,348.0,9.9105,1,1
GJ 3998 b,GJ 3998,Radial Velocity,2016.0,2.65033,1.39,2.5,733.5,18.1459,1,3
GJ 3998 c,GJ 3998,Radial Velocity,2016.0,13.727,2.5,6.82,423.49,18.1459,1,3
GJ 3998 d,GJ 3998,Radial Velocity,2025.0,41.78,2.34,6.07,292.23,18.1459,1,3
GJ 411 b,GJ 411,Radial Velocity,2019.0,12.9394,1.45,2.69,349.83,5.675773,1,2
GJ 414 A b,GJ 414 A,Radial Velocity,2021.0,50.8,2.63,7.6,308.6,11.8893,2,2
GJ 414 A c,GJ 414 A,Radial Velocity,2021.0,749.83,8.4,53.83,124.7,11.8893,2,2
GJ 422 b,GJ 422,Radial Velocity,2014.0,20.129,3.33,11.07,292.68,12.6631,1,1
GJ 4274 b,GJ 4274,Radial Velocity,2026.0,1.6339,1.53,2.97,548.53,7.23556,1,2
GJ 4274 c,GJ 4274,Radial Velocity,2026.0,69.57,2.83,8.39,157.32,7.23556,1,2
GJ 4276 b,GJ 4276,Radial Velocity,2019.0,13.352,4.22,16.57,363.86,21.3362,1,1
GJ 433 b,GJ 433,Radial Velocity,2013.0,7.3705,2.33,6.043,473.94,9.06456,1,3
GJ 433 c,GJ 433,Radial Velocity,2014.0,5094.105,6.27,32.422,53.76,9.06456,1,3
GJ 433 d,GJ 433,Radial Velocity,2020.0,36.059,2.14,5.223,279.71,9.06456,1,3
GJ 436 b,GJ 436,Radial Velocity,2004.0,2.64388312,4.17,22.1,686.0,9.75321,1,1
GJ 463 b,GJ 463,Radial Velocity,2022.0,3459.0,13.1,1080.6165838,63.55,18.3554,1,1
GJ 480 b,GJ 480,Radial Velocity,2020.0,9.5536,2.91,8.8,406.0,14.2358,1,1
GJ 486 b,GJ 486,Radial Velocity,2021.0,1.46712127,1.289,2.77,696.3,8.07426,1,1
GJ 504 b,GJ 504,Imaging,2013.0,10.671380845,12.10569916,1271.3,510.0,17.5299,1,1
GJ 514 b,GJ 514,Radial Velocity,2022.0,140.43,2.13,5.2,202.0,7.61778,1,1
GJ 536 b,GJ 536,Radial Velocity,2016.0,8.70874,2.41,6.37,451.0,10.4092,1,2
GJ 536 c,GJ 536,Radial Velocity,2025.0,32.761,2.3,5.89,290.5,10.4092,1,2
GJ 581 b,GJ 581,Radial Velocity,2005.0,5.3686,4.79,20.5,464.32,6.2981,1,3
GJ 581 c,GJ 581,Radial Velocity,2007.0,12.9211,2.5,6.81,346.13,6.2981,1,3
GJ 581 e,GJ 581,Radial Velocity,2009.0,3.1481,1.38,2.48,554.37,6.2981,1,3
GJ 625 b,GJ 625,Radial Velocity,2017.0,14.628,1.49,2.82,335.59,6.47249,1,1
GJ 649 b,GJ 649,Radial Velocity,2009.0,600.1,10.8,81.99972901,120.74,10.3796,1,1
GJ 667 C b,GJ 667 C,Radial Velocity,2012.0,7.203,2.25,5.68,757.0,7.24396,3,5
GJ 667 C c,GJ 667 C,Radial Velocity,2013.0,28.14,1.77,3.8,757.0,7.24396,3,5
GJ 667 C e,GJ 667 C,Radial Velocity,2013.0,62.24,1.45,2.7,757.0,7.24396,3,5
GJ 667 C f,GJ 667 C,Radial Velocity,2013.0,39.026,1.45,2.7,757.0,7.24396,3,5
GJ 667 C g,GJ 667 C,Radial Velocity,2013.0,256.2,1.99,4.6,757.0,7.24396,3,5
GJ 674 b,GJ 674,Radial Velocity,2007.0,4.6938,3.33,11.09,530.8,4.54896,1,1
GJ 676 A b,GJ 676 A,Radial Velocity,2010.0,1051.44521,12.8,1840.86213334,113.55,16.0272,2,4
GJ 676 A c,GJ 676 A,Radial Velocity,2016.0,13921.42302,12.3,4288.14086724,47.96,16.0272,2,4
GJ 676 A d,GJ 676 A,Radial Velocity,2012.0,3.60076,1.78,3.81394088,757.36,16.0272,2,4
GJ 676 A e,GJ 676 A,Radial Velocity,2012.0,35.47358,2.47,6.67439655,351.55,16.0272,2,4
GJ 680 b,GJ 680,Radial Velocity,2022.0,17281.66514,12.0,7977.4930157,36.57,9.67315,2,1
GJ 682 b,GJ 682,Radial Velocity,2014.0,17.478,1.93,4.4,281.93,5.00671,1,2
GJ 682 c,GJ 682,Radial Velocity,2014.0,57.32,2.89,8.7,190.08,5.00671,1,2
GJ 685 b,GJ 685,Radial Velocity,2019.0,24.16,2.95,9.0,368.84,14.3155,1,1
GJ 687 b,GJ 687,Radial Velocity,2014.0,38.142,4.32,17.2,263.65,4.54939,1,2
GJ 687 c,GJ 687,Radial Velocity,2020.0,727.562,4.14,16.0,98.62,4.54939,1,2
GJ 720 A b,GJ 720 A,Radial Velocity,2021.0,19.466,3.77,13.64,401.0,15.5575,2,1
GJ 724 b,GJ 724,Radial Velocity,2023.0,5.101284,3.27,10.75,611.0,16.9658,1,1
GJ 740 b,GJ 740,Radial Velocity,2021.0,2.37756,1.53,2.96,829.0,11.1017,1,1
GJ 806 b,GJ 806,Transit,2023.0,0.9263237,1.331,1.9,940.0,12.0445,1,2
GJ 806 c,GJ 806,Radial Velocity,2023.0,6.64064,2.28,5.8,490.0,12.0445,1,2
GJ 832 b,GJ 832,Radial Velocity,2008.0,3853.0,13.8,314.65012293,57.84,4.96435,1,1
GJ 849 b,GJ 849,Radial Velocity,2006.0,1925.31,13.9,283.82076745,73.63,8.80058,1,2
GJ 849 c,GJ 849,Radial Velocity,2014.0,5990.0,13.8,314.65012293,50.41,8.80058,1,2
GJ 86 b,GJ 86,Radial Velocity,1999.0,15.76491,12.9,1404.8086,661.12,10.7836,2,1
GJ 876 b,GJ 876,Radial Velocity,1998.0,61.1166,13.3,723.2235,190.6,4.67517,1,4
GJ 876 c,GJ 876,Radial Velocity,2000.0,30.0881,14.0,226.9846,241.66,4.67517,1,4
GJ 876 d,GJ 876,Radial Velocity,2005.0,1.93778,2.51,6.83,603.09,4.67517,1,4
GJ 876 e,GJ 876,Radial Velocity,2010.0,124.26,3.92,14.6,150.46,4.67517,1,4
GJ 887 b,GJ 887,Radial Velocity,2020.0,9.2619,1.8,3.9,426.0,3.28679,1,4
GJ 887 c,GJ 887,Radial Velocity,2020.0,21.784,2.43,6.5,320.0,3.28679,1,4
GJ 887 d,GJ 887,Radial Velocity,2026.0,50.77,2.34,6.1,241.0,3.28679,1,4
GJ 887 e,GJ 887,Radial Velocity,2026.0,4.4249,1.12,1.46,544.0,3.28679,1,4
GJ 896 A b,GJ 896 A,Astrometry,2022.0,284.39,13.3,718.29219982,126.7,6.26022,2,1
GJ 900 b,GJ 900 A,Imaging,2024.0,10.671380845,12.4,3496.112477,1.48,20.8065,3,1
GJ 9066 c,GJ 9066,Radial Velocity,2020.0,771.36,9.6,66.74396547,65.66,4.471,1,1
GJ 9404 b,GJ 9404,Radial Velocity,2023.0,13.4586,3.48,11.9,473.5,23.8839,1,1
GJ 96 b,GJ 96,Radial Velocity,2018.0,73.94,4.67,19.66,257.81,11.9315,1,1
GJ 9689 b,GJ 9689,Radial Velocity,2020.0,18.27,3.07,9.65,453.04,30.6203,1,1
GJ 9714 b,GJ 9714,Radial Velocity,2022.0,19240.75467,12.5,2988.54051102,47.68,20.5121,1,1
GJ 9773 b,GJ 9773,Radial Velocity,2025.0,2965.0,14.2,172.580825,59.89,15.9211,1,1
GJ 9827 b,GJ 9827,Transit,2017.0,1.208974,1.44,4.28,1035.01,29.661,1,3
GJ 9827 c,GJ 9827,Transit,2017.0,3.648103,1.13,1.86,715.94,29.661,1,3
GJ 9827 d,GJ 9827,Transit,2017.0,6.20183,1.98,3.02,675.0,29.661,1,3
GPX-1 b,GPX-1,Transit,2021.0,1.744579,16.47720163,6261.2196179,2300.0,655.013,1,1
GQ Lup b,GQ Lup,Imaging,2004.0,10.671380845,33.6,6356.0,2650.0,151.169,1,1
GSC 06214-00210 b,GSC 06214-00210,Imaging,2010.0,10.671380845,20.1762,5000.0,2300.0,108.5,1,1
GU Psc b,GU Psc,Imaging,2014.0,10.671380845,14.179,3591.3,1050.0,47.5501,1,1
Gaia-1 b,Gaia-1,Transit,2022.0,3.052524,13.77583728,533.95172376,1159.07,363.66,1,1
Gaia-2 b,Gaia-2,Transit,2022.0,3.6915224,14.81827249,259.66580852,1213.23,209.229,1,1
Gaia-4 b,Gaia-4,Astrometry,2025.0,571.3,12.4,3750.3752026,757.0,73.4829,1,1
Gaia-5 b,Gaia-5,Astrometry,2025.0,358.62,12.1,6633.07885409,757.0,41.1813,1,1
Gaia22dkvL b,Gaia22dkvL,Microlensing,2024.0,10.671380845,14.1,187.83658854,757.0,1270.0,1,1
Gl 378 b,Gl 378,Radial Velocity,2019.0,3.822,3.66,13.02,830.0,14.9545,1,1
Gl 410 b,Gl 410,Radial Velocity,2025.0,6.02,2.83,8.4,592.44,11.9324,1,1
Gl 49 b,Gl 49,Radial Velocity,2019.0,13.8508,2.24,5.63,435.99,9.8528,2,1
Gl 686 b,Gl 686,Radial Velocity,2018.0,15.53,2.46,6.624,379.0,8.15728,1,1
Gl 725 A b,Gl 725 A,Radial Velocity,2025.0,11.2201,1.48,2.78,376.1,3.5214,2,1
Gliese 12 b,Gliese 12,Transit,2024.0,12.761418,0.93,0.95,314.6,12.21,1,1
HAT-P-1 b,HAT-P-1,Transit,2006.0,4.46529976,14.784671,166.86075,1322.0,158.979,2,1
HAT-P-11 b,HAT-P-11,Transit,2008.0,4.888,4.36,25.0,838.0,37.7647,1,2
HAT-P-11 c,HAT-P-11,Radial Velocity,2018.0,3361.0,13.2,851.78013076,91.58,37.7647,1,2
HAT-P-12 b,HAT-P-12,Transit,2009.0,3.2130598,10.749,67.059,963.0,142.751,1,1
HAT-P-13 b,HAT-P-13,Transit,2009.0,2.91625,14.258,270.462,1740.0,246.81,1,2
HAT-P-13 c,HAT-P-13,Radial Velocity,2009.0,446.27,12.3,4538.421,340.0,246.81,1,2
HAT-P-14 b,HAT-P-14,Transit,2010.0,4.62767,15.91678,1093.3352,1624.0,222.663,2,1
HAT-P-15 b,HAT-P-15,Transit,2010.0,10.8635,11.88154,616.5902,904.0,192.516,1,1
HAT-P-16 b,HAT-P-16,Transit,2010.0,2.77596727,14.68376472,1341.56043,1566.0,226.637,3,1
HAT-P-17 b,HAT-P-17,Transit,2012.0,10.33852,11.76945,184.3414,800.0,92.3831,1,2
HAT-P-17 c,HAT-P-17,Radial Velocity,2012.0,5584.0,13.1,1080.6,99.59,92.3831,1,2
HAT-P-18 b,HAT-P-18,Transit,2010.0,5.508023,11.153,62.61,852.0,161.4,1,1
HAT-P-19 b,HAT-P-19,Transit,2010.0,4.00878322,11.29865255,88.03846874,981.2,202.078,1,1
HAT-P-2 b,HAT-P-2,Transit,2007.0,5.6335158,10.659759,2866.81223114,1540.0,127.774,1,2
HAT-P-2 c,HAT-P-2,Radial Velocity,2023.0,8500.0,12.4,3400.7639549,757.0,127.774,1,2
HAT-P-20 b,HAT-P-20,Transit,2010.0,2.875317,9.718,2302.899,970.0,71.0374,1,1
HAT-P-21 b,HAT-P-21,Transit,2010.0,4.12448,12.44199,1547.8321,1367.0,277.278,1,1
HAT-P-22 b,HAT-P-22,Transit,2010.0,3.21222,12.89035,785.0401,1463.0,81.7647,2,1
HAT-P-23 b,HAT-P-23,Transit,2010.0,1.212884,15.334,664.237,2056.0,364.813,1,1
HAT-P-24 b,HAT-P-24,Transit,2010.0,3.35524,14.5717,238.3725,1637.0,415.344,2,1
HAT-P-25 b,HAT-P-25,Transit,2012.0,3.65281514,12.722215,180.84527,1182.0,300.384,1,1
HAT-P-26 b,HAT-P-26,Transit,2010.0,4.23452,7.06167,22.2481,1080.0,141.837,1,1
HAT-P-27 b,HAT-P-27,Transit,2011.0,3.039577,11.43,197.05,1091.99,199.173,2,1
HAT-P-28 b,HAT-P-28,Transit,2011.0,3.257215,13.585,198.953,1384.0,401.319,1,1
HAT-P-29 b,HAT-P-29,Transit,2011.0,5.72319,13.11453,279.6904,1281.0,313.576,2,1
HAT-P-3 b,HAT-P-3,Transit,2007.0,2.8997,10.53646,206.5895,1189.0,134.554,2,1
HAT-P-30 b,HAT-P-30,Transit,2011.0,2.8106,16.14096,263.7989,1630.0,213.985,2,1
HAT-P-31 b,HAT-P-31,Transit,2011.0,5.00542,12.21781,721.4741,1450.0,344.05,1,1
HAT-P-32 b,HAT-P-32,Transit,2011.0,2.1500082,22.19382,216.1244,1835.7,289.205,2,1
HAT-P-33 b,HAT-P-33,Transit,2011.0,3.47447,20.73665,292.4036,1782.0,396.11,2,1
HAT-P-34 b,HAT-P-34,Transit,2011.0,5.452654,13.417173,1058.3739,1520.0,249.325,1,1
HAT-P-35 b,HAT-P-35,Transit,2011.0,3.646706,14.930388,335.62848,1581.0,506.965,3,1
HAT-P-36 b,HAT-P-36,Transit,2011.0,1.32734683,14.313893,587.413406,1780.97,294.419,1,1
HAT-P-37 b,HAT-P-37,Transit,2011.0,2.797436,13.204,371.528,1271.0,390.594,1,1
HAT-P-38 b,HAT-P-38,Transit,2012.0,4.640382,9.247,84.857,1082.0,255.206,1,1
HAT-P-39 b,HAT-P-39,Transit,2012.0,3.54387,17.609,190.372,1752.0,697.004,2,1
HAT-P-4 b,HAT-P-4,Transit,2007.0,3.056536,14.28,213.255,1686.0,320.451,2,1
HAT-P-40 b,HAT-P-40,Transit,2012.0,4.45724,17.03768,152.5584,1770.0,464.469,1,1
HAT-P-41 b,HAT-P-41,Transit,2012.0,2.69405,22.97845,378.2177,1941.0,348.185,2,1
HAT-P-42 b,HAT-P-42,Transit,2012.0,4.641878,14.348,331.801,1428.0,405.238,1,1
HAT-P-43 b,HAT-P-43,Transit,2012.0,3.3326414,13.63,210.395,1353.0,528.825,1,1
HAT-P-44 b,HAT-P-44,Transit,2014.0,4.301219,13.922,111.871,1108.0,347.85,1,2
HAT-P-44 c,HAT-P-44,Radial Velocity,2014.0,872.2,13.0,1271.3,187.92,347.85,1,2
HAT-P-45 b,HAT-P-45,Transit,2014.0,3.128992,15.984,283.492,1652.0,298.64,1,1
HAT-P-46 b,HAT-P-46,Transit,2014.0,4.463129,14.392,156.684,1458.0,290.736,1,1
HAT-P-49 b,HAT-P-49,Transit,2014.0,2.69155,17.82231,699.226,2131.0,350.351,1,1
HAT-P-5 b,HAT-P-5,Transit,2007.0,2.78849,13.56289,311.4734,1517.0,303.336,1,1
HAT-P-50 b,HAT-P-50,Transit,2015.0,3.1220109,14.437192,429.0705,1862.0,515.458,1,1
HAT-P-51 b,HAT-P-51,Transit,2015.0,4.21802091,13.50682174,97.57332095,1168.2,440.089,1,1
HAT-P-52 b,HAT-P-52,Transit,2015.0,2.7535953,11.309881,259.98494,1218.0,361.155,1,1
HAT-P-53 b,HAT-P-53,Transit,2015.0,1.9616241,14.773462,471.65972,1778.0,666.802,1,1
HAT-P-54 b,HAT-P-54,Transit,2015.0,3.799847,10.581296,241.5508,818.0,143.651,1,1
HAT-P-55 b,HAT-P-55,Transit,2015.0,3.5852313,14.84069045,189.42573057,1367.0,511.388,1,1
HAT-P-56 b,HAT-P-56,Transit,2015.0,2.79083,16.92559,734.1873,1840.0,320.639,1,1
HAT-P-57 b,HAT-P-57,Transit,2015.0,2.4653,19.50366,448.1403,2200.0,279.86,3,1
HAT-P-58 b,HAT-P-58,Transit,2021.0,4.0138379,14.93036229,118.2321674,1622.0,515.59,1,1
HAT-P-59 b,HAT-P-59,Transit,2021.0,4.1419771,12.58768533,489.45574678,1277.8,265.471,1,1
HAT-P-6 b,HAT-P-6,Transit,2007.0,3.85298,16.58932,419.5356,1675.0,275.358,1,1
HAT-P-60 b,HAT-P-60,Transit,2021.0,4.7947813,18.28184752,182.43350562,1772.0,233.22,1,1
HAT-P-61 b,HAT-P-61,Transit,2021.0,1.90231289,10.07687365,335.9446262,1505.0,338.84,1,1
HAT-P-62 b,HAT-P-62,Transit,2021.0,2.6453235,12.02723629,241.86741773,1512.0,348.815,1,1
HAT-P-63 b,HAT-P-63,Transit,2021.0,3.377728,12.5428494,195.1466419,1237.0,403.458,1,1
HAT-P-64 b,HAT-P-64,Transit,2021.0,4.007232,19.08889413,184.34047606,1766.0,651.897,1,1
HAT-P-65 b,HAT-P-65,Transit,2016.0,2.60544751,18.05766791,176.07693748,1818.0,738.519,1,1
HAT-P-66 b,HAT-P-66,Transit,2016.0,2.972086,17.82231,248.86089,1896.0,935.456,1,1
HAT-P-67 b,HAT-P-67,Transit,2017.0,4.8101069,23.9872187,143.02278315,1903.0,371.686,2,1
HAT-P-68 b,HAT-P-68,Transit,2020.0,2.29840551,12.016048,230.10892,1027.8,202.152,1,1
HAT-P-69 b,HAT-P-69,Transit,2019.0,4.7869491,18.786284,1137.8314,1930.0,341.263,1,1
HAT-P-7 b,HAT-P-7,Transit,2008.0,2.20474,16.92559,584.8072,2733.0,341.079,3,1
HAT-P-70 b,HAT-P-70,Transit,2019.0,2.74432452,20.96083,2154.8874,2562.0,330.739,1,1
HAT-P-8 b,HAT-P-8,Transit,2008.0,3.07634,15.6926,406.8224,1713.0,211.553,3,1
HAT-P-9 b,HAT-P-9,Transit,2008.0,3.92281072,15.614137,238.05467,1540.0,455.203,1,1
HATS-1 b,HATS-1,Transit,2012.0,3.446459,14.594,589.55,1359.0,283.971,1,1
HATS-10 b,HATS-10,Transit,2015.0,3.312846,10.861521,167.17858,1407.0,534.889,1,1
HATS-11 b,HATS-11,Transit,2016.0,3.619188,18.03,263.7989,1596.0,944.603,1,1
HATS-12 b,HATS-12,Transit,2016.0,3.142702,7.76,759.6137,1446.0,746.138,1,1
HATS-13 b,HATS-13,Transit,2015.0,3.0440499,13.585308,172.58169,1244.0,421.855,1,1
HATS-14 b,HATS-14,Transit,2015.0,2.7667641,11.646151,340.39593,1276.0,513.011,1,1
HATS-15 b,HATS-15,Transit,2016.0,1.74748753,12.385945,689.6911,1505.0,1139.55,1,1
HATS-16 b,HATS-16,Transit,2016.0,2.686502,14.5717,1039.3041,1592.0,757.044,1,1
HATS-17 b,HATS-17,Transit,2016.0,16.254611,8.709393,425.25654,814.0,400.331,1,1
HATS-18 b,HATS-18,Transit,2016.0,0.83784,14.896761,629.144485,2069.48,624.368,1,1
HATS-2 b,HATS-2,Transit,2013.0,1.35413379,12.57647635,435.42491759,1550.0,341.925,1,1
HATS-22 b,HATS-22,Transit,2017.0,4.7228124,10.682177,870.8542,858.0,229.518,1,1
HATS-23 b,HATS-23,Transit,2017.0,2.1605156,20.84874,467.2101,1654.0,639.004,1,1
HATS-24 b,HATS-24,Transit,2017.0,1.3484978,15.636555,718.2958,2166.0,494.182,1,1
HATS-25 b,HATS-25,Transit,2016.0,4.2986432,14.12334,194.82979,1277.0,471.158,1,1
HATS-26 b,HATS-26,Transit,2016.0,3.3023881,19.61575,206.5895,1918.0,861.843,1,1
HATS-27 b,HATS-27,Transit,2016.0,4.637038,16.8135,168.4499,1659.0,816.988,1,1
HATS-28 b,HATS-28,Transit,2016.0,3.1810781,13.383546,213.58176,1253.0,535.383,1,1
HATS-29 b,HATS-29,Transit,2016.0,4.6058749,14.022459,207.54299,1212.0,353.891,1,1
HATS-3 b,HATS-3,Transit,2013.0,3.547851,15.48,340.382,1648.0,411.211,1,1
HATS-30 b,HATS-30,Transit,2016.0,3.1743516,13.170575,224.38798,1414.0,342.14,2,1
HATS-31 b,HATS-31,Transit,2016.0,3.37796,18.38276,279.6904,1823.0,773.974,1,1
HATS-32 b,HATS-32,Transit,2016.0,2.8126548,14.000041,292.4036,1437.0,745.116,1,1
HATS-33 b,HATS-33,Transit,2016.0,2.5495551,13.78707,378.85336,1429.0,248.46,1,1
HATS-34 b,HATS-34,Transit,2016.0,2.1061607,16.02887,299.07803,1445.0,508.842,1,1
HATS-35 b,HATS-35,Transit,2016.0,1.8209993,16.409976,388.38826,2037.0,514.555,1,1
HATS-36 b,HATS-36,Transit,2018.0,4.175186,12.92,1022.14128,1203.0,856.436,1,1
HATS-37 A b,HATS-37 A,Transit,2020.0,4.3315366,6.792654,31.46517,1085.0,211.896,2,1
HATS-38 b,HATS-38,Transit,2020.0,4.375021,6.882326,23.51942,1294.0,343.525,1,1
HATS-39 b,HATS-39,Transit,2018.0,4.5776348,17.59813,200.2329,1645.0,878.521,1,1
HATS-4 b,HATS-4,Transit,2014.0,2.516729,11.433,420.471,1315.0,416.459,1,1
HATS-40 b,HATS-40,Transit,2018.0,3.2642736,17.71022,505.3497,2101.0,1342.29,1,1
HATS-41 b,HATS-41,Transit,2018.0,4.193649,14.90797,3082.951,1710.0,737.668,1,1
HATS-42 b,HATS-42,Transit,2018.0,2.292102,15.6926,597.5204,1856.0,800.377,1,1
HATS-43 b,HATS-43,Transit,2018.0,4.3888497,13.22662,82.95363,1003.0,362.273,1,1
HATS-44 b,HATS-44,Transit,2018.0,2.7439004,11.960003,177.9848,1161.0,446.035,1,1
HATS-45 b,HATS-45,Transit,2018.0,4.1876244,14.414774,222.481,1518.0,772.11,1,1
HATS-46 b,HATS-46,Transit,2018.0,4.7423729,10.121727,54.98459,1054.0,453.808,1,1
HATS-47 b,HATS-47,Transit,2020.0,3.9228038,12.520453,117.27927,852.9,300.67,1,1
HATS-48 A b,HATS-48 A,Transit,2020.0,3.1316666,8.9672,77.23269,954.6,263.609,2,1
HATS-49 b,HATS-49,Transit,2020.0,4.1480467,8.574885,112.19399,834.8,324.413,1,1
HATS-5 b,HATS-5,Transit,2014.0,4.763387,10.223,75.323,1025.0,246.384,1,1
HATS-50 b,HATS-50,Transit,2017.0,3.8297015,12.66617,123.9537,1275.39,756.742,1,1
HATS-51 b,HATS-51,Transit,2017.0,3.3488702,15.80469,244.09344,1553.0,389.57,1,1
HATS-52 b,HATS-52,Transit,2017.0,1.36665436,15.490838,711.9392,1834.0,555.134,1,1
HATS-53 b,HATS-53,Transit,2017.0,3.8537768,15.02006,189.10885,1312.0,585.77,1,1
HATS-54 b,HATS-54,Transit,2019.0,2.5441765,11.37711541,239.32479047,1429.0,748.585,1,1
HATS-55 b,HATS-55,Transit,2019.0,4.2042001,14.022459,292.72143,1367.0,609.838,1,1
HATS-56 b,HATS-56,Transit,2019.0,4.324799,18.920792,191.33366,1902.0,564.409,1,1
HATS-57 b,HATS-57,Transit,2019.0,2.350621,12.767051,1000.21101,1413.4,279.485,1,1
HATS-58 A b,HATS-58 A,Transit,2019.0,4.2180896,12.273855,327.3649,1721.0,403.591,2,1
HATS-59 b,HATS-59,Transit,2018.0,5.416081,12.621334,256.17098,1128.0,642.884,1,2
HATS-59 c,HATS-59,Radial Velocity,2018.0,1422.0,12.3,4036.441,175.9,642.884,1,2
HATS-6 b,HATS-6,Transit,2015.0,3.3252725,11.186582,101.38777,712.8,169.318,1,1
HATS-60 b,HATS-60,Transit,2018.0,3.560829,12.923977,210.40346,1528.0,486.474,1,1
HATS-61 b,HATS-61,Transit,2018.0,7.817953,13.394755,1080.622,1226.1,679.761,1,1
HATS-62 b,HATS-62,Transit,2018.0,3.2768837,11.825495,56.89157,1237.0,523.067,1,1
HATS-63 b,HATS-63,Transit,2018.0,3.0566527,13.529263,305.1168,1398.3,623.232,1,1
HATS-64 b,HATS-64,Transit,2018.0,4.908897,18.819911,305.1168,1793.0,1080.15,1,1
HATS-65 b,HATS-65,Transit,2018.0,3.105161,16.824709,260.93843,1634.0,493.32,2,1
HATS-66 b,HATS-66,Transit,2018.0,3.1414391,15.815899,1694.0339,1998.0,1477.98,1,1
HATS-67 b,HATS-67,Transit,2018.0,1.6091788,18.887165,460.8535,2193.0,960.109,1,1
HATS-68 b,HATS-68,Transit,2018.0,3.5862202,13.809488,410.0007,1741.0,603.955,1,1
HATS-69 b,HATS-69,Transit,2018.0,2.2252577,10.592505,183.38791,1295.7,414.537,1,1
HATS-7 b,HATS-7,Transit,2015.0,3.185315,6.310667,38.1396,1084.0,240.707,1,1
HATS-70 b,HATS-70,Transit,2019.0,1.8882378,15.513256,4100.007,2730.0,1458.83,1,1
HATS-71 b,HATS-71,Transit,2020.0,3.7955202,11.478016,117.5971,586.8,140.225,1,1
HATS-72 b,HATS-72,Transit,2020.0,7.3279474,8.0973816,39.855882,739.3,127.589,1,1
HATS-74 A b,HATS-74 A,Transit,2021.0,1.73185606,11.56766808,464.02947422,895.1,299.389,2,1
